what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.egit.core,0.11.3,"org.eclipse.egit.core",1302205197345
started,bundle,org.eclipse.egit.ui,0.11.3,"org.eclipse.egit.ui",1302205197353
started,bundle,org.eclipse.jgit,0.11.3,"org.eclipse.jgit",1302205197353
started,bundle,de.walware.ecommons.coremisc,0.9.0.b201101031800E36sw,"de.walware.ecommons.coremisc",1302205197354
started,bundle,de.walware.ecommons.uimisc,0.9.2.b201101031800E36sw,"de.walware.ecommons.uimisc",1302205197354
started,bundle,de.walware.statet.nico.core,0.9.2.b201101031800E36sw,"de.walware.statet.nico.core",1302205197355
started,bundle,de.walware.statet.nico.ui,0.9.2.b201101031800E36sw,"de.walware.statet.nico.ui",1302205197355
os,sysinfo,,,"macosx",1302205197374
arch,sysinfo,,,"x86_64",1302205197374
ws,sysinfo,,,"cocoa",1302205197374
locale,sysinfo,,,"en_US",1302205197374
processors,sysinfo,,,"2",1302205197374
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1302205197374
java.runtime.version,sysinfo,,,"1.6.0_24-b07-334-10M3326",1302205197374
java.specification.name,sysinfo,,,"Java Platform API Specification",1302205197374
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302205197374
java.specification.version,sysinfo,,,"1.6",1302205197374
java.vendor,sysinfo,,,"Apple Inc.",1302205197374
java.version,sysinfo,,,"1.6.0_24",1302205197374
java.vm.info,sysinfo,,,"mixed mode",1302205197374
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1302205197374
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1302205197374
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302205197374
java.vm.specification.version,sysinfo,,,"1.0",1302205197374
java.vm.vendor,sysinfo,,,"Apple Inc.",1302205197374
java.vm.version,sysinfo,,,"19.1-b02-334",1302205197374
started,bundle,com.atlassian.connector.eclipse.jira.core,3.0.0.v20110210,"com.atlassian.connector.eclipse.jira.core",1302205197456
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1302205197461
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1302205197505
started,bundle,com.atlassian.connector.eclipse.commons.ui,3.0.0.v20110210,"com.atlassian.connector.eclipse.commons.ui",1302205197516
started,bundle,com.atlassian.connector.eclipse.jira.ui,3.0.0.v20110210,"com.atlassian.connector.eclipse.jira.ui",1302205197519
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1302205197565
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1302205197597
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1302205197631
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1302205197747
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1302205197760
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1302205197861
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1302205197947
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1302205197961
started,bundle,com.atlassian.connector.eclipse.branding.ui,3.0.0.v20110210,"com.atlassian.connector.eclipse.branding.ui",1302205197965
started,bundle,com.atlassian.connector.eclipse.monitor.ui,3.0.0.v20110210,"com.atlassian.connector.eclipse.monitor.ui",1302205197974
started,bundle,de.walware.ecommons.ltk.ui,0.9.2.b201101031800E36sw,"de.walware.ecommons.ltk.ui",1302206975076
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302206975092
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1302206977716
started,bundle,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser",1302206977869
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1302206978119
started,bundle,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui",1302206978136
started,bundle,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui",1302206981062
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302206981894
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1302206982068
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1302206982148
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1302206984096
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1302206984126
started,bundle,org.eclipse.ecf.docshare,2.1.0.v20100913-1814,"org.eclipse.ecf.docshare",1302206984190
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1302206984194
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1302206984242
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1302206984261
error,log,,,"Please check your Internet connection and retry: cannot resolve host",1302207175471
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207177723
executed,command,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1302207177755
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207178112
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207180310
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207180396
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207180734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207181300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207183610
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207183749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207199715
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1302207201952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207202909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207258274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207263203
error,log,,,"Please check your Internet connection and retry: cannot resolve host",1302207329398
error,log,,,"Query failed to complete",1302207332471
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207333893
executed,command,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1302207333940
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207335647
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207355327
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302207357116
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302223849653
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302223855618
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302223877485
executed,command,org.eclipse.epp.mpc.ui,1.0.1.v20100826-2143,"org.eclipse.epp.mpc.ui.command.showMarketplaceWizard",1302223877533
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302223883063
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302223887383
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302223887598
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1302223888375
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1302223888381
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1302223888952
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1302223888996
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1302223889067
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1302223889069
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1302223889071
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1302223889091
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1302223889092
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1302223889135
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1302223889146
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1302223889147
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1302223889172
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1302223889172
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1302223889217
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1302223889218
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1302223889219
activated,perspective,org.eclipse.jst.j2ee.ui,,"org.eclipse.jst.j2ee.J2EEPerspective",1302650070473
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1302650070474
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1302650070489
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1302650070497
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1302650070513
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1302650070594
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1302650070607
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1302650070633
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1302650070731
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1302650070735
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1302650070752
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1302650070809
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1302650070858
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1302650070888
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1302650070900
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1302650070937
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1302650070969
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1302650070999
started,bundle,org.eclipse.emf.common.ui,2.6.0.v20100914-1218,"org.eclipse.emf.common.ui",1302650071018
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1302650071085
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1302650071120
started,bundle,org.eclipse.emf.edit,2.6.0.v20100914-1218,"org.eclipse.emf.edit",1302650071133
started,bundle,org.eclipse.emf.edit.ui,2.6.0.v20100914-1218,"org.eclipse.emf.edit.ui",1302650071153
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1302650071170
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1302650071171
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1302650071173
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1302650071175
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1302650071177
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1302650071182
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1302650071205
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1302650071222
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1302650071242
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1302650071268
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1302650071278
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1302650071287
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1302650071297
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1302650071312
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1302650071316
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1302650071352
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1302650071353
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1302650071377
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1302650071399
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1302650071400
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1302650071432
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1302650071442
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1302650071442
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1302650071492
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1302650071524
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1302650071537
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1302650071555
started,bundle,org.eclipse.jst.j2ee.webservice,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice",1302650071610
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.400.v201004110600,"org.eclipse.jst.j2ee.webservice.ui",1302650071611
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1302650071619
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1302650071631
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1302650071632
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1302650071641
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1302650071646
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1302650071680
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1302650071747
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1302650071766
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1302650071793
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1302650071849
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1302650071878
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1302650071895
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1302650071896
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1302650071904
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1302650071911
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1302650071927
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1302650071929
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1302650071945
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.3.v201012020600,"org.eclipse.wst.common.emfworkbench.integration",1302650071950
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1302650071957
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1302650071993
started,bundle,org.eclipse.wst.web,1.1.402.v201012160000,"org.eclipse.wst.web",1302650072008
started,bundle,org.eclipse.egit.core,0.11.3,"org.eclipse.egit.core",1302650072024
started,bundle,org.eclipse.egit.ui,0.11.3,"org.eclipse.egit.ui",1302650072037
started,bundle,org.eclipse.jgit,0.11.3,"org.eclipse.jgit",1302650072038
started,bundle,de.walware.ecommons.coremisc,0.9.0.b201101031800E36sw,"de.walware.ecommons.coremisc",1302650072048
started,bundle,de.walware.ecommons.ltk.ui,0.9.2.b201101031800E36sw,"de.walware.ecommons.ltk.ui",1302650072065
started,bundle,de.walware.ecommons.uimisc,0.9.2.b201101031800E36sw,"de.walware.ecommons.uimisc",1302650072066
started,bundle,de.walware.statet.nico.core,0.9.2.b201101031800E36sw,"de.walware.statet.nico.core",1302650072066
started,bundle,de.walware.statet.nico.ui,0.9.2.b201101031800E36sw,"de.walware.statet.nico.ui",1302650072082
os,sysinfo,,,"macosx",1302650072086
arch,sysinfo,,,"x86_64",1302650072086
ws,sysinfo,,,"cocoa",1302650072086
locale,sysinfo,,,"en_US",1302650072086
processors,sysinfo,,,"2",1302650072086
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1302650072086
java.runtime.version,sysinfo,,,"1.6.0_24-b07-334-10M3326",1302650072086
java.specification.name,sysinfo,,,"Java Platform API Specification",1302650072086
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302650072086
java.specification.version,sysinfo,,,"1.6",1302650072086
java.vendor,sysinfo,,,"Apple Inc.",1302650072086
java.version,sysinfo,,,"1.6.0_24",1302650072086
java.vm.info,sysinfo,,,"mixed mode",1302650072086
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1302650072086
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1302650072086
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1302650072086
java.vm.specification.version,sysinfo,,,"1.0",1302650072086
java.vm.vendor,sysinfo,,,"Apple Inc.",1302650072086
java.vm.version,sysinfo,,,"19.1-b02-334",1302650072086
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1302650072257
started,bundle,com.atlassian.connector.eclipse.commons.ui,3.0.0.v20110210,"com.atlassian.connector.eclipse.commons.ui",1302650072295
started,bundle,com.atlassian.connector.eclipse.jira.ui,3.0.0.v20110210,"com.atlassian.connector.eclipse.jira.ui",1302650072334
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1302650072469
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1302650072512
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1302650072551
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1302650072630
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1302650072916
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1302650072943
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201102081640,"org.eclipse.epp.usagedata.ui",1302650073282
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1302650073333
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1302650073583
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1302650073966
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1302650074002
started,bundle,com.atlassian.connector.eclipse.branding.ui,3.0.0.v20110210,"com.atlassian.connector.eclipse.branding.ui",1302650074006
started,bundle,com.atlassian.connector.eclipse.monitor.ui,3.0.0.v20110210,"com.atlassian.connector.eclipse.monitor.ui",1302650074058
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302650074249
